256, 8, 0.0053512830
231, 8, 0.0050933660
206, 8, 0.0040251450
181, 8, 0.0039039740
156, 8, 0.0030262110
131, 8, 0.0025667670
106, 8, 0.0020914240
81, 8, 0.0015482810
56, 8, 0.0009924670
31, 8, 0.0005407820
256, 7, 0.0049879460
231, 7, 0.0044409200
206, 7, 0.0042574470
181, 7, 0.0034999910
156, 7, 0.0029960770
131, 7, 0.0023571220
106, 7, 0.0020128910
81, 7, 0.0014405340
56, 7, 0.0010338270
31, 7, 0.0004598080
256, 6, 0.0049145780
231, 6, 0.0041864610
206, 6, 0.0041343780
181, 6, 0.0032516930
156, 6, 0.0028320460
131, 6, 0.0023749530
106, 6, 0.0018416530
81, 6, 0.0015499550
56, 6, 0.0009797680
31, 6, 0.0005108980
256, 5, 0.0047690210
231, 5, 0.0042643460
206, 5, 0.0037721070
181, 5, 0.0031181420
156, 5, 0.0030819600
131, 5, 0.0023123570
106, 5, 0.0017848000
81, 5, 0.0014705660
56, 5, 0.0009169090
31, 5, 0.0004606870
256, 4, 0.0051378110
231, 4, 0.0045089650
206, 4, 0.0041056100
181, 4, 0.0035438950
156, 4, 0.0029750310
131, 4, 0.0022714420
106, 4, 0.0020167790
81, 4, 0.0013196010
56, 4, 0.0009086240
31, 4, 0.0004709400
256, 3, 0.0054424150
231, 3, 0.0050174770
206, 3, 0.0040348980
181, 3, 0.0041323500
156, 3, 0.0031116000
131, 3, 0.0026232350
106, 3, 0.0019168710
81, 3, 0.0014350460
56, 3, 0.0008597510
31, 3, 0.0004920740
256, 2, 0.0080514150
231, 2, 0.0076253740
206, 2, 0.0057987210
181, 2, 0.0052007750
156, 2, 0.0039201900
131, 2, 0.0032490440
106, 2, 0.0019644150
81, 2, 0.0013813510
56, 2, 0.0009502850
31, 2, 0.0005367010
256, 1, 0.0132981710
231, 1, 0.0109715780
206, 1, 0.0094168450
181, 1, 0.0068287450
156, 1, 0.0056092940
131, 1, 0.0043696130
106, 1, 0.0030036140
81, 1, 0.0019699990
56, 1, 0.0010639850
31, 1, 0.0004772080
65536, 16, 2.1443149910
58983, 16, 1.9365935740
52430, 16, 1.7398157470
45877, 16, 1.4006813080
39324, 16, 1.2372056100
32771, 16, 0.9461524320
26218, 16, 0.7683453030
19665, 16, 0.5582846700
13112, 16, 0.3859481810
6559, 16, 0.1966419430
65536, 15, 2.2229438320
58983, 15, 1.8710862240
52430, 15, 1.6846106890
45877, 15, 1.4763843950
39324, 15, 1.2177584790
32771, 15, 1.0302190260
26218, 15, 0.7687091030
19665, 15, 0.5923503990
13112, 15, 0.3491425580
6559, 15, 0.1802899720
65536, 14, 2.1523812530
58983, 14, 1.9237127190
52430, 14, 1.6686432480
45877, 14, 1.3843874160
39324, 14, 1.1620059160
32771, 14, 1.0170063560
26218, 14, 0.7226219580
19665, 14, 0.5424171330
13112, 14, 0.3439168050
6559, 14, 0.1672745480
65536, 13, 2.1435134220
58983, 13, 1.9398205990
52430, 13, 1.6720282580
45877, 13, 1.4484702850
39324, 13, 1.2145150470
32771, 13, 0.9249486370
26218, 13, 0.7579796800
19665, 13, 0.5672064620
13112, 13, 0.3535043870
6559, 13, 0.1796479740
65536, 12, 2.2249662000
58983, 12, 2.0954547660
52430, 12, 1.6759453500
45877, 12, 1.4439284800
39324, 12, 1.2251240810
32771, 12, 0.9563303220
26218, 12, 0.7434412940
19665, 12, 0.5495523490
13112, 12, 0.3513860560
6559, 12, 0.1758237910
65536, 11, 2.5331724620
58983, 11, 2.1841085470
52430, 11, 1.7757451820
45877, 11, 1.4494093760
39324, 11, 1.3434293320
32771, 11, 1.0195448540
26218, 11, 0.7777352440
19665, 11, 0.5531171130
13112, 11, 0.3582447610
6559, 11, 0.1779363590
65536, 10, 2.8119591570
58983, 10, 2.6254913310
52430, 10, 2.2564453520
45877, 10, 1.6497937440
39324, 10, 1.4937331450
32771, 10, 1.1183953240
26218, 10, 0.8484981420
19665, 10, 0.5541889720
13112, 10, 0.3555152710
6559, 10, 0.1581850020
65536, 9, 4.1465796640
58983, 9, 3.6863455010
52430, 9, 3.1976088570
45877, 9, 2.2936083350
39324, 9, 1.9114368410
32771, 9, 1.4346482800
26218, 9, 1.0689467050
19665, 9, 0.6789920630
13112, 9, 0.3914385360
6559, 9, 0.1830669730
65536, 8, 6.6324158660
58983, 8, 5.6985571210
52430, 8, 4.7982912060
45877, 8, 3.7381863770
39324, 8, 2.8932657750
32771, 8, 2.1502395760
26218, 8, 1.4252406250
19665, 8, 1.0015498320
13112, 8, 0.4484607530
6559, 8, 0.1793918660
65536, 7, 11.5244510180
58983, 7, 10.2161954740
65536, 16, 2.1938072850
58983, 16, 1.9639890640
52430, 16, 1.8410032540
45877, 16, 1.4867054680
39324, 16, 1.3352411520
32771, 16, 1.0533445010
26218, 16, 0.7439655490
19665, 16, 0.5916071010
13112, 16, 0.3671160320
6559, 16, 0.1749303970
65536, 15, 2.2726068200
58983, 15, 1.9131666970
52430, 15, 1.6854361780
45877, 15, 1.4818851660
39324, 15, 1.2819565190
32771, 15, 0.9544935310
26218, 15, 0.7818225710
19665, 15, 0.5642466250
13112, 15, 0.3664976940
6559, 15, 0.1630106500
65536, 14, 2.1473053870
58983, 14, 1.9086662540
52430, 14, 1.6456380310
45877, 14, 1.3846124640
39324, 14, 1.1716598530
32771, 14, 1.0267876020
26218, 14, 0.8140873470
19665, 14, 0.5506101040
13112, 14, 0.3401696400
6559, 14, 0.1699441400
65536, 13, 2.1765694070
58983, 13, 1.9594053110
52430, 13, 1.5917896320
45877, 13, 1.4575484800
39324, 13, 1.1575476490
32771, 13, 0.9825505810
26218, 13, 0.7484490640
19665, 13, 0.6234566560
13112, 13, 0.3548334110
6559, 13, 0.1619323900
65536, 12, 2.2930778870
58983, 12, 1.9483066560
52430, 12, 1.6237325140
45877, 12, 1.5536283580
39324, 12, 1.2253738290
32771, 12, 0.9685761970
26218, 12, 0.7310099100
19665, 12, 0.5276951270
13112, 12, 0.3347089080
6559, 12, 0.1794537120
65536, 11, 2.8531035930
58983, 11, 2.1739677640
52430, 11, 1.8179875050
45877, 11, 1.5633392610
39324, 11, 1.3295534080
32771, 11, 0.9480761160
26218, 11, 0.7874861130
19665, 11, 0.5722760660
13112, 11, 0.3592112030
6559, 11, 0.1735326730
65536, 10, 2.8273266320
58983, 10, 2.3449511220
52430, 10, 2.3151520160
45877, 10, 1.6653265820
39324, 10, 1.5162255830
32771, 10, 1.1803469610
26218, 10, 0.8360584420
19665, 10, 0.5661052780
13112, 10, 0.3627949490
6559, 10, 0.1733754130
65536, 9, 4.5609022850
58983, 9, 3.5123086980
52430, 9, 2.9628594150
45877, 9, 2.4352913560
39324, 9, 1.9175804550
32771, 9, 1.4218506230
26218, 9, 0.9706991110
19665, 9, 0.7225397750
13112, 9, 0.3927142710
6559, 9, 0.1675470720
65536, 8, 6.9560297940
58983, 8, 5.7449970940
52430, 8, 4.6739780270
45877, 8, 3.4960746020
39324, 8, 2.9372508350
32771, 8, 1.9581313980
26218, 8, 1.2946985680
19665, 8, 0.9410584090
13112, 8, 0.5185097090
6559, 8, 0.1897576330
65536, 7, 12.6192976000
58983, 7, 9.8608605190
52430, 7, 8.0468481580
45877, 7, 6.4283056840
39324, 7, 4.8062905430
32771, 7, 3.4703431630
26218, 7, 2.1665245920
19665, 7, 1.3662110130
13112, 7, 0.6007262100
6559, 7, 0.2305684010
65536, 6, 24.5987678310
58983, 6, 19.3516768680
52430, 6, 14.7779683770
45877, 6, 12.2615365950
39324, 6, 8.8759736260
32771, 6, 6.3149343640
26218, 6, 4.0118008660
19665, 6, 2.1603291370
13112, 6, 1.0329927760
6559, 6, 0.3398352110
65536, 5, 50.6486272340
58983, 5, 39.4678088090
52430, 5, 30.1339991350
45877, 5, 23.3556871990
39324, 5, 17.3569300720
32771, 5, 11.7685872170
26218, 5, 7.7028360950
19665, 5, 4.3723254530
13112, 5, 1.7328312510
6559, 5, 0.4837886120
